"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"District of Columbia","541511","Custom computer programming services","All establishments","All establishments","2020","314","797,430","181,470","5,807"
"District of Columbia","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2020","175","36,715","5,771","262"
"District of Columbia","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2020","40","28,084","6,614","296"
"District of Columbia","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2020","27","43,222","10,006","385"
"District of Columbia","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2020","40","147,042","31,659","1,216"
"District of Columbia","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2020","18","147,638","34,788","1,271"
"District of Columbia","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2020","12","304,901","64,167","1,693"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2020","120","464,305","105,740","2,796"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","59","16,317","2,973","112"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","19","11,982","3,132","137"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","12","20,278","4,927","178"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","16","73,537","14,251","463"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","7","61,699","15,883","504"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","5","190,664","36,109","718"
"District of Columbia","541511","Custom computer programming services","S-corporations","All establishments","2020","150","259,884","56,247","2,329"
"District of Columbia","541511","Custom computer programming services","S-corporations","Establishments with less than 5 employees","2020","90","17,188","2,188","117"
"District of Columbia","541511","Custom computer programming services","S-corporations","Establishments with 5 to 9 employees","2020","17","13,317","2,877","130"
"District of Columbia","541511","Custom computer programming services","S-corporations","Establishments with 10 to 19 employees","2020","11","14,724","3,296","147"
"District of Columbia","541511","Custom computer programming services","S-corporations","Establishments with 20 to 49 employees","2020","18","59,367","14,586","580"
"District of Columbia","541511","Custom computer programming services","S-corporations","Establishments with 50 to 99 employees","2020","9","66,830","13,757","618"
"District of Columbia","541511","Custom computer programming services","S-corporations","Establishments with 100 to 249 employees","2020","5","88,458","19,543","737"
"District of Columbia","541511","Custom computer programming services","Individual proprietorships","All establishments","2020","5","241","60","6"
"District of Columbia","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2020","5","241","60","6"
"District of Columbia","541511","Custom computer programming services","Partnerships","All establishments","2020","39","73,000","19,423","676"
"District of Columbia","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2020","21","2,969","550","27"
"District of Columbia","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2020","4","2,785","605","29"
"District of Columbia","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2020","4","8,220","1,783","60"
"District of Columbia","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2020","6","14,138","2,822","173"
